,x,y
121,-48.7497385,-2.5832255
122,-72.5831195,-50.0833205
123,-102.0831785,22.2501575
124,-69.2497795,-6.58323349999999
125,-56.0830865,-2.5832255
126,-88.5831515,20.0834865
127,-59.0830925,-25.2499375
128,-62.9164335,5.9167915
129,-76.9164615,-11.4165765
130,-65.7497725,-31.5832835
131,-70.4164485,-2.41655849999999
132,-69.7497805,4.91678950000001
133,-56.4164205,-11.4165765
134,-85.9164795,13.2501395
135,-58.9164255,7.58346150000001
136,-66.2497735,6.5834595
137,-106.2498535,25.9168315
138,-73.9164555,-1.58322349999999
139,-63.4164345,-34.7499565
140,-71.9164515,-1.41655649999998
141,-50.4164085,-29.0832785
142,-67.4164425,-28.4166105
143,-74.4164565,-10.7499085
144,-75.4164585,3.25011950000001
145,-73.5831215,-8.91657149999999
146,-111.9165315,31.4168425
147,-66.2497735,-8.74990449999999
148,-39.2497195,-11.5832435
149,-106.4165205,23.7501605
150,-68.9164455,-7.08323449999999
151,-68.7497785,-29.7499465
152,-76.4164605,-5.74989849999999
153,-50.7497425,-1.74989049999999
154,-46.9164015,-3.58322749999999
155,-113.7498685,27.2501675
156,-61.9164315,-2.24989149999999
157,-55.7497525,-2.74989249999999
158,-69.4164465,-12.9165795000000
159,-47.4164025,-10.7499085
160,-73.0831205,-47.0833145
161,-76.5831275,6.75012650000001
162,-71.7497845,-13.2499135
163,-49.4164065,-0.416554499999990
164,-101.4165105,24.5834955
165,-61.7497645,4.41678850000001
166,-52.7497465,-16.7499205
167,-56.9164215,-2.24989149999999
168,-54.9164175,-8.74990449999999
169,-92.7498265,16.0834785
170,-49.4164065,-26.9166075
171,-67.0831085,-0.249887499999986
172,-58.7497585,-31.7499505
173,-76.4164605,-11.7499105000000
174,-48.4164045,-3.7498945
175,-66.9164415,8.9167975
176,-64.9164375,-11.7499105000000
177,-65.7497725,-39.5832995
178,-70.5831155,-3.24989349999998
179,-51.9164115,-2.74989249999999
180,-59.9164275,-38.5832975
181,-65.2497715,-5.5832315
182,-45.9163995,-23.2499335
183,-66.2497735,9.2501315
184,-51.5830775,-29.0832785
185,-39.7497205,-13.5832475000000
186,-105.5831855,22.0834905
187,-86.2498135,15.0834765
188,-44.5830635,-22.7499325
189,-111.2498635,24.5834955
190,-70.9164495,-15.9165855
191,-72.5831195,-14.2499155000000
192,-84.9164775,13.0834725000000
193,-71.7497845,7.08346050000002
194,-45.2497315,-20.5832615
195,-61.2497635,-11.7499105000000
196,-41.4163905,-20.5832615
197,-97.0831685,17.9168155
198,-73.5831215,-11.0832425000000
199,-46.5830675,-13.2499135
200,-52.9164135,-1.74989049999999
201,-49.7497405,-22.7499325
202,-77.0831285,-10.2499075
203,-71.2497835,-45.0833105
204,-52.7497465,-32.5832855
205,-50.4164085,-21.7499305
206,-54.2497495,-29.4166125
207,-79.0831325,-5.08323049999998
208,-71.9164515,10.7501345
209,-69.9164475,-21.7499305
210,-55.4164185,-4.9165635
211,-70.4164485,-15.2499175
212,-70.9164495,-51.2499895
213,-66.5831075,-6.24989949999998
214,-78.2497975,-4.24989549999999
215,-64.5831035,-22.4165985
216,-69.5831135,-31.7499505
217,-69.7497805,0.916781500000013
218,-67.7497765,-43.0833065
219,-67.2497755,-38.2499635
220,-40.7497225,-12.0832445
221,-102.9165135,24.4168285
222,-62.7497665,-12.7499125
223,-35.9163795,-5.41656449999999
224,-42.7497265,-16.9165875
225,-63.9164355,-1.08322249999999
226,-69.2497795,-2.91655949999999
227,-71.4164505,-2.41655849999999
228,-41.0830565,-18.2499235
229,-114.7498705,29.4168385
230,-87.0831485,15.4168105
231,-58.4164245,-1.08322249999999
232,-62.7497665,1.41678250000001
233,-100.9165095,20.5834875
234,-64.2497695,-17.5832555
235,-78.0831305,-2.5832255
236,-44.5830635,-7.58323549999999
237,-69.0831125,-37.7499625
238,-71.4164505,-11.2499095000000
239,-72.7497865,6.91679350000001
240,-46.0830665,-14.9165835
241,-71.5831175,19.0834845
242,-50.9164095,-18.7499245
243,-61.7497645,-26.5832735
244,-62.0830985,-26.0832725
245,-39.7497205,-16.4165865
246,-71.4164505,-1.41655649999998
247,-67.7497765,6.91679350000001
248,-77.0831285,-7.9165695
249,-57.4164225,-35.9166255
250,-55.0830845,-27.4166085
251,-72.9164535,-48.0833165
252,-46.0830665,-8.91657149999999
253,-60.2497615,5.75012450000001
254,-111.9165315,29.5835055
255,-70.4164485,-11.4165765
256,-42.5830595,-4.58322949999999
257,-56.9164215,-24.7499365
258,-55.7497525,-5.24989749999999
259,-102.9165135,22.7501585
260,-105.9165195,26.7501665
261,-51.4164105,-11.916577500
262,-59.2497595,-38.2499635
263,-50.5830755,-29.9166135
264,-104.2498495,27.0835005
265,-63.7497685,-23.4166005
266,-56.0830865,-1.74989049999999
267,-57.0830885,4.91678950000001
268,-37.0830485,-6.58323349999999
269,-61.4164305,4.58345550000001
270,-65.4164385,-42.0833045
271,-65.4164385,7.58346150000001
272,-55.9164195,-30.9166155
273,-42.0830585,-9.91657349999998
274,-59.5830935,-2.24989149999999
275,-71.0831165,2.58345150000001
276,-106.7498545,27.0835005
277,-100.4165085,22.0834905
278,-72.5831195,-44.5833095
279,-59.0830925,-26.7499405
280,-45.5830655,-10.9165755
281,-68.9164455,-18.5832575
282,-57.5830895,-15.9165855
283,-54.0830825,-4.74989649999999
284,-72.9164535,0.750114500000009
285,-41.5830575,-15.5832515
286,-36.7497145,-6.7499005
287,-67.5831095,-48.4166505
288,-64.4164365,2.08345050000001
289,-48.0830705,-24.9166035
290,-68.9164455,7.58346150000001
291,-71.2497835,-16.7499205
292,-73.2497875,0.250113500000012
293,-63.4164345,-5.41656449999999
294,-59.2497595,-1.24988949999999
295,-48.9164055,-24.4166025
296,-72.5831195,-14.5832495
297,-65.9164395,-36.5832935
298,-64.5831035,-21.5832635
299,-54.9164175,-14.5832495
300,-65.0831045,7.2501275
301,-66.2497735,-3.24989349999998
302,-43.7497285,-13.2499135
303,-57.2497555,-15.5832515
304,-39.0830525,-4.08322849999999
305,-70.0831145,-6.58323349999999
306,-41.0830565,-15.0832505
307,-69.5831135,-35.4166245
308,-40.9163895,-16.9165875
309,-62.4164325,-20.7499285
310,-50.7497425,-12.9165795000000
311,-54.4164165,-33.5832875
312,-59.9164275,-27.9166095
313,-44.5830635,-21.9165975
314,-70.4164485,-0.583221499999993
315,-57.4164225,-20.2499275
316,-65.0831045,-19.4165925
317,-49.2497395,-25.0832705
318,-67.4164425,-47.7499825
319,-45.4163985,-6.7499005
320,-55.4164185,-1.24988949999999
321,-61.4164305,-21.5832635
322,-75.4164585,-5.08323049999998
323,-61.9164315,-7.9165695
324,-58.2497575,-6.7499005
325,-61.2497635,7.7501285
326,-76.2497935,3.08345250000001
327,-44.4163965,-17.4165885
328,-40.0830545,-10.4165745
329,-67.7497765,-26.0832725
330,-57.9164235,-36.7499605
331,-99.5831735,26.4168325
332,-43.2497275,-17.9165895
333,-67.5831095,5.58345750000001
334,-44.0830625,-16.5832535
335,-58.4164245,-20.2499275
336,-55.4164185,-31.4166165
337,-47.9164035,-16.5832535
338,-64.7497705,-31.0832825
339,-59.5830935,-18.5832575
340,-60.2497615,-28.5832775
341,-53.4164145,-20.5832615
342,-69.2497795,-3.91656149999999
343,-55.2497515,-14.0832485
344,-54.2497495,-34.0832885
345,-67.2497755,-20.4165945
346,-53.5830815,-28.2499435
347,-70.7497825,-40.5833015
348,-70.7497825,-49.9166535
349,-54.4164165,-26.0832725
350,-62.9164335,-11.4165765
351,-109.4165265,27.9168355
352,-76.5831275,5.25012350000002
353,-75.5831255,-1.41655649999998
354,-115.7498725,32.0835105
355,-64.7497705,2.75011850000001
356,-70.2497815,-4.58322949999999
357,-56.0830865,-10.4165745
358,-114.7498705,32.2501775
359,-54.2497495,-11.5832435
360,-43.0830605,-22.2499315
361,-64.0831025,-36.9166275
362,-108.9165255,28.4168365
363,-61.9164315,-31.5832835
364,-54.0830825,-22.7499325
365,-75.9164595,-12.2499115
366,-66.0831065,-36.4166265
367,-79.9164675,-0.583221499999993
368,-61.7497645,-28.9166115
369,-44.9163975,-13.5832475000000
370,-67.7497765,-29.0832785
371,-44.0830625,-12.7499125
372,-62.2497655,9.91679950000001
373,-74.0831225,10.4168005
374,-71.5831175,-5.5832315
375,-65.5831055,1.91678350000001
376,-62.7497665,4.7501225
377,-57.4164225,-7.24990150
378,-50.2497415,-4.9165635
379,-45.9163995,-19.0832585
380,-73.2497875,-38.5832975
381,-78.9164655,-7.24990150
382,-106.4165205,26.5834995
383,-99.7498405,17.9168155
384,-49.2497395,-13.2499135
385,-79.2497995,-0.416554499999990
386,-58.4164245,-5.41656449999999
387,-63.5831015,7.08346050000002
388,-108.0831905,30.9168415
389,-66.7497745,-6.58323349999999
390,-69.4164465,-15.0832505
391,-42.5830595,-21.2499295
392,-53.0830805,-3.58322749999999
393,-71.4164505,-47.4166485
394,-109.9165275,27.7501685
395,-73.0831205,10.4168005
396,-56.7497545,-23.4166005
397,-67.5831095,2.08345050000001
398,-73.2497875,-48.4166505
399,-71.0831165,-32.4166185
400,-74.7497905,9.7501325
401,-60.2497615,2.2501175
402,-56.2497535,-17.9165895
403,-60.2497615,6.75012650000001
404,-86.5831475,15.5834775
405,-47.2497355,-18.9165915
406,-110.5831955,31.2501755
407,-103.0831805,22.7501585
408,-67.2497755,-31.7499505
409,-63.7497685,-30.5832815
410,-66.5831075,4.25012150000001
411,-42.0830585,-11.916577500
412,-105.7498525,26.0834985
413,-62.9164335,-1.08322249999999
414,-70.2497815,4.25012150000001
415,-54.5830835,-12.7499125
416,-104.4165165,28.7501705
417,-65.2497715,0.083446500000008
418,-105.7498525,27.4168345
419,-69.5831135,-36.2499595
420,-47.5830695,-6.91656749999999
421,-68.7497785,-24.2499355
422,-72.0831185,-11.7499105000000
423,-63.7497685,-38.7499645
424,-65.9164395,-2.5832255
425,-69.5831135,-49.4166525
426,-87.0831485,13.4168065
427,-59.7497605,-25.9166055
428,-97.0831685,16.7501465
429,-49.4164065,-23.0832665
430,-104.5831835,25.7501645
431,-59.4164265,-33.7499545
432,-38.9163855,-5.91656549999999
433,-56.2497535,2.75011850000001
434,-54.2497495,-30.9166155
435,-111.4165305,26.2501655
436,-75.2497915,4.0834545
437,-67.9164435,-23.7499345
438,-47.7497365,-7.74990249999999
439,-67.4164425,-12.2499115
440,-54.2497495,-20.7499285
441,-70.7497825,6.75012650000001
442,-48.0830705,-22.2499315
443,-51.2497435,-16.4165865
444,-75.9164595,-10.2499075
445,-56.0830865,-15.7499185
446,-65.5831055,-10.2499075
447,-49.7497405,-21.9165975
448,-55.7497525,1.41678250000001
449,-57.4164225,2.75011850000001
450,-59.0830925,0.583447500000005
451,-104.0831825,22.5834915
452,-57.2497555,-3.7498945
453,-56.9164215,-2.5832255
454,-73.0831205,0.083446500000008
455,-68.7497785,-17.9165895
456,-51.0830765,-19.7499265
457,-64.2497695,-34.7499565
458,-57.9164235,-33.5832875
459,-84.0831425,9.7501325
460,-66.2497735,-15.9165855
461,-70.9164495,-17.0832545
462,-48.7497385,-28.0832765
463,-113.4165345,29.2501715
464,-59.2497595,-23.2499335
465,-50.9164095,-18.2499235
466,-69.0831125,-35.4166245
467,-71.5831175,-39.4166325
468,-68.0831105,-41.9166375
469,-94.9164975,17.9168155
470,-38.7497185,-12.5832455
471,-68.2497775,-42.9166395
472,-68.9164455,-40.7499685
473,-68.7497785,-9.0832385
474,-75.2497915,2.41678450000001
475,-72.7497865,-3.41656049999999
476,-41.7497245,-5.91656549999999
477,-42.2497255,-10.9165755
478,-36.4163805,-5.91656549999999
479,-68.2497775,-22.5832655000000
480,-62.2497655,-33.2499535
481,-71.2497835,-7.58323549999999
482,-52.9164135,-6.7499005
483,-64.7497705,-39.9166335
484,-49.9164075,-0.249887499999986
485,-72.0831185,-43.5833075
486,-101.4165105,25.4168305
487,-82.7498065,8.9167975
488,-58.9164255,-27.0832745
489,-80.0831345,-5.41656449999999
490,-68.9164455,-1.24988949999999
491,-52.4164125,-28.4166105
492,-36.2497135,-5.74989849999999
493,-63.7497685,-3.08322649999999
494,-74.5831235,-1.58322349999999
495,-65.5831055,4.41678850000001
496,-47.4164025,-3.7498945
497,-101.2498435,28.7501705
498,-54.4164165,3.41678650000001
499,-59.4164265,-5.5832315
500,-75.2497915,-7.74990249999999
501,-76.9164615,5.08345650000001
502,-44.0830625,-10.2499075
503,-62.9164335,-5.41656449999999
504,-47.9164035,-23.4166005
505,-73.2497875,-1.91655750000000
506,-53.2497475,-19.9165935
507,-52.4164125,-7.9165695
508,-69.0831125,-33.9166215
509,-54.7497505,-16.4165865
510,-47.9164035,-12.9165795000000
511,-53.9164155,-31.2499495
512,-70.9164495,8.5834635
513,-52.2497455,-5.74989849999999
514,-53.4164145,-32.5832855
515,-63.0831005,8.08346250000001
516,-62.5830995,-37.2499615
517,-43.0830605,-3.24989349999998
518,-69.7497805,-38.7499645
519,-60.0830945,-32.2499515
520,-67.0831085,-4.08322849999999
521,-64.9164375,-32.0832845
522,-73.2497875,-12.7499125
523,-69.0831125,-34.0832885
524,-61.0830965,1.25011550000001
525,-62.7497665,-34.0832885
526,-110.4165285,29.7501725
527,-70.4164485,-52.2499915
528,-60.0830945,-25.4166045
529,-62.7497665,-40.0833005
530,-100.4165085,18.5834835
531,-75.4164585,3.91678750000001
532,-63.2497675,-9.41657249999999
533,-106.9165215,24.7501625
534,-55.9164195,-20.7499285
535,-55.0830845,3.08345250000001
536,-63.9164355,-5.74989849999999
537,-53.9164155,-10.2499075
538,-77.9164635,24.9168295
539,-66.9164415,18.2501495
540,-56.9164215,-30.0832805
541,-65.4164385,-0.416554499999990
542,-65.4164385,7.7501285
543,-52.7497465,-5.08323049999998
544,-48.9164055,-8.24990349999999
545,-103.2498475,24.7501625
546,-79.2497995,0.750114500000009
547,-71.5831175,7.2501275
548,-93.9164955,16.9168135
549,-48.7497385,-19.9165935
550,-85.4164785,12.4168045000000
551,-54.2497495,-32.5832855
552,-68.4164445,-40.0833005
553,-60.0830945,-23.5832675
554,-67.2497755,-6.91656749999999
555,-99.0831725,17.4168145
556,-52.9164135,1.75011650000000
557,-60.9164295,3.91678750000001
558,-72.5831195,-13.9165815
559,-78.9164655,-2.24989149999999
560,-55.4164185,-6.7499005
561,-73.0831205,-50.4166545
562,-99.2498395,21.5834895
563,-50.9164095,-26.4166065
564,-55.4164185,-2.74989249999999
565,-50.2497415,-19.0832585
566,-59.4164265,-22.9165995
567,-76.5831275,-11.916577500
568,-76.0831265,-2.08322449999999
569,-99.9165075,24.2501615
570,-61.2497635,2.75011850000001
571,-115.0832045,32.0835105
572,-64.9164375,8.25012950000001
573,-72.2497855,-46.7499805
574,-68.2497775,-44.7499765
575,-69.5831135,-8.08323649999998
576,-57.7497565,1.41678250000001
577,-58.4164245,-13.2499135
578,-72.2497855,6.5834595
579,-105.7498525,23.2501595
580,-89.2498195,21.2501555
581,-61.4164305,6.08345850000001
582,-67.2497755,-43.5833075
583,-58.9164255,6.25012550000001
584,-79.5831335,-4.74989649999999
585,-65.4164385,-3.08322649999999
586,-63.7497685,6.75012650000001
587,-67.9164435,-1.41655649999998
588,-90.0831545,17.2501475
589,-104.5831835,27.5835015
590,-41.0830565,-5.5832315
591,-70.9164495,-9.41657249999999
592,-45.4163985,-2.41655849999999
593,-50.7497425,-28.4166105
594,-67.0831085,-28.4166105
595,-59.2497595,-37.5832955
596,-76.5831275,7.08346050000002
597,-57.2497555,3.91678750000001
598,-65.7497725,0.250113500000012
599,-76.9164615,-4.41656249999998
600,-63.4164345,1.08344850000000
601,-101.2498435,20.7501545
602,-106.7498545,24.2501615
603,-68.7497785,-49.9166535
604,-37.7497165,-5.5832315
605,-48.0830705,-9.41657249999999
606,-62.7497665,9.5834655
607,-63.5831015,-0.583221499999993
608,-61.0830965,-37.5832955
609,-68.0831105,-44.5833095
610,-61.0830965,-8.08323649999998
611,-70.2497815,-6.0832325
612,-57.9164235,-7.4165685
613,-59.5830935,-6.24989949999998
614,-37.4163825,-6.41656649999999
615,-102.4165125,18.5834835
616,-39.9163875,-8.74990449999999
617,-70.5831155,-3.08322649999999
618,-107.0831885,24.4168285
619,-65.7497725,-34.9166235
620,-67.0831085,-23.9166015
621,-51.4164105,-6.24989949999998
622,-51.5830775,-8.5832375
623,-105.5831855,24.7501625
624,-59.4164265,3.75012050000001
625,-36.4163805,-5.5832315
626,-55.4164185,-10.5832415000000
627,-50.9164095,-12.7499125
628,-71.9164515,-46.5833135
629,-52.9164135,2.75011850000001
630,-60.5830955,-34.2499555
631,-42.7497265,-3.41656049999999
632,-101.9165115,26.0834985
633,-48.7497385,-12.5832455
634,-61.4164305,-9.0832385
635,-52.5830795,-3.24989349999998
636,-65.2497715,-17.0832545
637,-64.9164375,-38.5832975
638,-72.7497865,-51.7499905
639,-70.9164495,1.41678250000001
640,-106.7498545,24.0834945
641,-73.2497875,-0.416554499999990
642,-52.2497455,-32.2499515
643,-45.7497325,-5.5832315
644,-45.2497315,-17.2499215
645,-60.4164285,-15.5832515
646,-77.7497965,18.2501495
647,-105.7498525,27.7501685
648,-46.5830675,-15.0832505
649,-68.9164455,18.4168165
650,-55.7497525,-14.4165825
651,-69.0831125,7.08346050000002
652,-45.2497315,-15.9165855
653,-64.2497695,-19.7499265
654,-46.2497335,-9.0832385
655,-61.2497635,-5.74989849999999
656,-57.7497565,-5.08323049999998
657,-60.9164295,-31.7499505
658,-53.2497475,-17.5832555
659,-75.7497925,-2.08322449999999
660,-57.2497555,-10.7499085
661,-53.4164145,-4.08322849999999
662,-62.9164335,-15.2499175
663,-101.2498435,22.9168255
664,-110.0831945,23.9168275
665,-98.9165055,25.5834975
666,-54.9164175,-12.7499125
667,-72.5831195,-8.74990449999999
668,-73.4164545,2.58345150000001
669,-52.7497465,-32.0832845
670,-62.9164335,6.5834595
671,-56.7497545,0.583447500000005
672,-42.9163935,-22.2499315
673,-71.9164515,0.750114500000009
674,-63.7497685,-21.0832625
675,-68.9164455,7.7501285
676,-69.5831135,-48.0833165
677,-72.5831195,-49.5833195
678,-62.4164325,-39.9166335
679,-69.4164465,6.75012650000001
680,-80.4164685,-2.41655849999999
681,-107.2498555,25.7501645
682,-57.2497555,-30.9166155
683,-67.5831095,-10.0832405000000
684,-55.7497525,-17.9165895
685,-68.0831105,-30.9166155
686,-60.4164285,7.7501285
687,-43.4163945,-17.4165885
688,-56.0830865,-12.9165795000000
689,-67.5831095,-39.5832995
690,-70.2497815,-36.2499595
691,-49.7497405,-22.5832655000000
692,-38.9163855,-10.7499085
693,-66.7497745,-14.7499165000000
694,-43.9163955,-15.4165845
695,-63.4164345,-10.5832415000000
696,-68.9164455,-35.5832915
697,-72.0831185,-15.2499175
698,-62.9164335,-6.91656749999999
699,-63.7497685,-27.7499425
700,-49.7497405,-4.24989549999999
701,-77.0831285,-8.91657149999999
702,-57.2497555,-5.24989749999999
703,-101.5831775,17.9168155
704,-42.5830595,-20.0832605
705,-61.5830975,-22.2499315
706,-100.2498415,25.0834965
707,-47.2497355,-9.2499055
708,-62.5830995,-27.0832745
709,-62.2497655,-10.0832405000000
710,-50.2497415,-25.7499385
711,-66.2497735,-4.24989549999999
712,-67.2497755,5.75012450000001
713,-55.2497515,-22.0832645
714,-98.2498375,18.5834835
715,-62.9164335,-11.916577500
716,-63.7497685,7.7501285
717,-49.2497395,-20.9165955
718,-72.7497865,0.416780500000016
719,-72.9164535,-10.2499075
720,-64.2497695,-32.0832845
721,-93.5831615,18.0834825
722,-78.9164655,1.75011650000000
723,-75.5831255,5.9167915
724,-58.7497585,-27.4166085
725,-46.9164015,-17.9165895
726,-64.2497695,5.4167905
727,-60.2497615,-4.24989549999999
728,-70.5831155,-12.4165785000000
729,-68.7497785,1.58344950000001
730,-52.7497465,-15.0832505
731,-60.7497625,-18.2499235
732,-65.4164385,-1.58322349999999
733,-69.4164465,2.08345050000001
734,-52.4164125,-26.5832735
735,-62.0830985,-31.2499495
736,-65.5831055,-6.58323349999999
737,-65.0831045,-40.7499685
738,-52.4164125,-17.0832545
739,-66.4164405,-34.9166235
740,-65.9164395,9.91679950000001
741,-109.5831935,26.7501665
742,-91.4164905,16.9168135
743,-55.0830845,-4.74989649999999
744,-58.9164255,-15.9165855
745,-75.5831255,3.08345250000001
746,-59.0830925,-18.0832565
747,-77.5831295,-2.5832255
748,-64.9164375,-8.08323649999998
749,-61.0830965,-19.9165935
750,-39.9163875,-16.5832535
751,-41.9163915,-13.9165815
752,-104.2498495,26.9168335
753,-57.2497555,-27.0832745
754,-64.4164365,-9.91657349999998
755,-71.0831165,-39.4166325
756,-102.4165125,24.4168285
757,-39.0830525,-7.4165685
758,-51.0830765,-24.9166035
759,-61.0830965,-24.0832685
760,-106.7498545,28.5835035
761,-57.9164235,-29.9166135
762,-53.7497485,-23.4166005
763,-97.7498365,20.0834865
764,-100.5831755,18.9168175
765,-64.7497705,-6.91656749999999
766,-105.7498525,23.0834925
767,-47.4164025,-22.7499325
768,-78.2497975,-2.08322449999999
769,-71.7497845,-36.4166265
770,-70.7497825,1.75011650000000
771,-55.2497515,-25.0832705
772,-74.5831235,-12.9165795000000
773,-69.2497795,-8.41657049999999
774,-53.5830815,2.58345150000001
775,-71.2497835,-32.5832855
776,-51.7497445,-28.5832775
777,-103.9165155,28.7501705
778,-66.4164405,-42.4166385
779,-72.0831185,-42.2499715
780,-60.4164285,-10.2499075
781,-59.5830935,-9.41657249999999
782,-70.4164485,-45.2499775
783,-102.9165135,20.0834865
784,-58.4164245,-35.9166255
785,-69.2497795,-7.58323549999999
786,-73.4164545,-38.0832965
787,-46.4164005,-20.4165945
788,-109.4165265,30.9168415
789,-71.5831175,-37.2499615
790,-58.7497585,-17.9165895
791,-66.9164415,1.08344850000000
792,-71.2497835,-13.2499135
793,-70.0831145,19.4168185
794,-70.5831155,5.4167905
795,-43.9163955,-12.0832445
796,-67.2497755,2.2501175
797,-61.5830975,6.41679250000001
798,-72.5831195,4.25012150000001
799,-54.0830825,-11.2499095000000
800,-48.0830705,-13.7499145
801,-67.0831085,-34.9166235
802,-44.4163965,-18.7499245
803,-75.2497915,10.4168005
804,-70.9164495,-4.24989549999999
805,-55.2497515,-21.9165975
806,-66.4164405,-5.41656449999999
807,-59.0830925,-2.74989249999999
808,-52.4164125,-14.2499155000000
809,-100.0831745,26.9168335
810,-45.9163995,-17.2499215
811,-37.7497165,-10.4165745
812,-58.2497575,-23.2499335
813,-59.5830935,-32.4166185
814,-75.5831255,-48.9166515
815,-69.5831135,-37.0832945
816,-75.7497925,-14.7499165000000
817,-66.5831075,-31.4166165
818,-61.7497645,-27.0832745
819,-48.2497375,-15.7499185
820,-56.4164205,-16.4165865
821,-47.5830695,-8.08323649999998
822,-46.5830675,-21.2499295
823,-97.9165035,17.0834805
824,-52.5830795,-23.2499335
825,-72.5831195,-9.5832395
826,-54.7497505,-8.5832375
827,-90.0831545,17.7501485
828,-68.7497785,-5.91656549999999
829,-69.5831135,-10.2499075
830,-50.4164085,-4.58322949999999
831,-66.2497735,-16.4165865
832,-92.0831585,18.0834825
833,-71.5831175,-30.7499485
834,-59.0830925,-3.7498945
835,-54.4164165,-20.2499275
836,-66.5831075,-18.2499235
837,-70.5831155,-14.2499155000000
838,-59.9164275,-36.0832925
839,-56.2497535,-21.5832635
840,-51.2497435,-3.7498945
841,-60.5830955,-1.74989049999999
842,-58.9164255,-35.2499575
843,-63.0831005,-12.5832455
844,-67.5831095,-20.7499285
845,-59.2497595,-8.91657149999999
846,-68.9164455,-41.4166365
847,-101.2498435,26.0834985
848,-53.0830805,-13.7499145
849,-64.9164375,-18.4165905
850,-85.0831445,11.9168035000000
851,-45.9163995,-7.08323449999999
852,-73.7497885,-46.9166475
853,-57.5830895,1.08344850000000
854,-54.4164165,-17.2499215
